name,year,value,lastvalue
High body-mass index,2007,1675.431021,1560.387769
Dietary risks,2007,2198.159205,1781.744555
Unsafe sex,2006,41.33329922,35.03412621
Unsafe sex,2007,40.06204569,35.03412621
Tobacco,2006,9.59196299,9.421210184
Alcohol use,2006,444.2858377,379.3339308
Drug use,2006,64.79316233,60.51861264
Low bone mineral density,2006,77.59433302,82.7169358
Occupational risks,2006,69.35243169,71.76301757
Unsafe sex,2005,39.77571737,35.03412621
Tobacco,2007,9.451025179,9.421210184
Alcohol use,2007,434.7486801,379.3339308
Drug use,2007,65.48771613,60.51861264
Low bone mineral density,2007,77.81876618,82.7169358
Occupational risks,2007,69.58708287,71.76301757
Dietary risks,2005,2378.432082,1781.744555
Low physical activity,2005,310.1249998,217.9527211
Occupational risks,2005,1010.686124,877.720578
Child and maternal malnutrition,2004,825.6869147,684.4932126
Tobacco,2004,3117.218556,2166.616137
Alcohol use,2004,1467.503487,1356.986529
Drug use,2004,779.7791054,808.2567567
High fasting plasma glucose,2004,1357.409077,1323.215512
High systolic blood pressure,2004,2273.380678,1425.81813
High body-mass index,2004,1770.36905,1560.387769
Low bone mineral density,2004,76.16412585,82.7169358
Low physical activity,2004,330.0753452,217.9527211
Occupational risks,2004,957.6887488,805.9575604
"Unsafe water, sanitation, and handwashing",2004,7.284704998,6.516237549
Air pollution,2004,723.7981101,509.4408812
Other environmental risks,2004,134.9356769,77.18261982
Occupational risks,2005,939.6559341,805.9575604
Low physical activity,2005,310.1249998,217.9527211
Impaired kidney function,2008,290.5149833,241.5616216
High LDL cholesterol,2008,1078.041364,827.9498482
Childhood maltreatment,2008,75.22121153,69.19312289
Dietary risks,2006,2318.471978,1781.744555
Low physical activity,2006,299.4991131,217.9527211
Occupational risks,2006,1005.254052,877.720578
Air pollution,2008,592.4545545,470.9214085
Other environmental risks,2008,109.1461054,77.18261982
Child and maternal malnutrition,2008,4.755409593,4.021618224
Tobacco,2008,2554.127551,2081.450921
Alcohol use,2008,996.9740759,940.4730534
Drug use,2008,763.5437936,744.3005951
High fasting plasma glucose,2008,1258.098822,1322.012706
High systolic blood pressure,2008,1807.774191,1425.81813
High body-mass index,2008,1662.447544,1560.387769
Dietary risks,2008,2139.2434,1781.744555
Childhood maltreatment,2006,72.9952909,69.19312289
Impaired kidney function,2006,311.8026424,241.5616216
High LDL cholesterol,2006,1201.245671,827.9498482
Tobacco,2008,9.409315965,9.421210184
Alcohol use,2008,428.8917775,379.3339308
Drug use,2008,67.23154514,60.51861264
Low bone mineral density,2008,78.61907362,82.7169358
Occupational risks,2008,69.03191019,71.76301757
Impaired kidney function,2009,279.5043115,241.5616216
High LDL cholesterol,2009,1020.350812,827.9498482
Childhood maltreatment,2009,76.03543681,69.19312289
Unsafe sex,2008,40.05515221,35.03412621
Air pollution,2009,574.0558698,470.9214085
Other environmental risks,2009,103.0192699,77.18261982
Child and maternal malnutrition,2009,4.802074591,4.021618224
Tobacco,2009,2451.211246,2081.450921
Alcohol use,2009,987.4523109,940.4730534
Drug use,2009,759.8153168,744.3005951
High fasting plasma glucose,2009,1242.051663,1322.012706
High systolic blood pressure,2009,1709.499836,1425.81813
High body-mass index,2009,1632.65725,1560.387769
Dietary risks,2009,2056.22438,1781.744555
Child and maternal malnutrition,2006,799.8874405,684.4932126
Tobacco,2006,2883.554955,2166.616137
Alcohol use,2006,1496.217054,1356.986529
Drug use,2006,809.3291084,808.2567567
High fasting plasma glucose,2006,1289.970871,1323.215512
High systolic blood pressure,2006,2023.706299,1425.81813
High body-mass index,2006,1719.280951,1560.387769
Low bone mineral density,2006,77.59433302,82.7169358
High fasting plasma glucose,2005,1303.868759,1323.215512
High systolic blood pressure,2005,2114.260715,1425.81813
High body-mass index,2005,1726.414413,1560.387769
Low bone mineral density,2005,76.60660076,82.7169358
"Unsafe water, sanitation, and handwashing",2006,7.467878823,6.516237549
Air pollution,2006,681.458036,509.4408812
Other environmental risks,2006,121.9014897,77.18261982
Low physical activity,2006,299.4991131,217.9527211
Occupational risks,2006,935.9016204,805.9575604
"Unsafe water, sanitation, and handwashing",2005,7.331026524,6.516237549
Air pollution,2005,692.6237774,509.4408812
Other environmental risks,2005,126.6183875,77.18261982
Child and maternal malnutrition,2005,805.9833783,684.4932126
Tobacco,2005,2964.527572,2166.616137
Alcohol use,2005,1467.960605,1356.986529
Drug use,2005,785.7734097,808.2567567
Tobacco,2009,9.355657986,9.421210184
Alcohol use,2009,413.4152984,379.3339308
Drug use,2009,66.19362601,60.51861264
Low bone mineral density,2009,79.02596581,82.7169358
Occupational risks,2009,69.23884263,71.76301757
Unsafe sex,2009,37.81801665,35.03412621
High fasting plasma glucose,2007,1261.35446,1323.215512
High systolic blood pressure,2007,1888.413106,1425.81813
High body-mass index,2007,1675.431021,1560.387769
Low bone mineral density,2007,77.81876618,82.7169358
"Unsafe water, sanitation, and handwashing",2007,7.425417542,6.516237549
Air pollution,2007,654.5241031,509.4408812
Other environmental risks,2007,114.152984,77.18261982
Child and maternal malnutrition,2007,779.3856122,684.4932126
Tobacco,2007,2734.844241,2166.616137
Alcohol use,2007,1475.019601,1356.986529
Drug use,2007,820.5930088,808.2567567
Dietary risks,2007,2198.159205,1781.744555
Impaired kidney function,2007,298.5510231,241.5616216
High LDL cholesterol,2007,1121.451383,827.9498482
Childhood maltreatment,2007,73.87408872,69.19312289
Low physical activity,2007,281.8835562,217.9527211
Occupational risks,2007,982.2501635,877.720578
Low physical activity,2007,281.8835562,217.9527211
Occupational risks,2007,912.6630807,805.9575604
Dietary risks,2008,2139.2434,1781.744555
Low physical activity,2008,272.213915,217.9527211
Occupational risks,2008,972.0065715,877.720578
Dietary risks,2009,2056.22438,1781.744555
Low physical activity,2009,258.9998223,217.9527211
Occupational risks,2009,954.7738314,877.720578
Impaired kidney function,2009,279.5043115,241.5616216
High LDL cholesterol,2009,1020.350812,827.9498482
Childhood maltreatment,2009,76.03543681,69.19312289
Impaired kidney function,2008,290.5149833,241.5616216
High LDL cholesterol,2008,1078.041364,827.9498482
Childhood maltreatment,2008,75.22121153,69.19312289
Child and maternal malnutrition,2008,760.49023,684.4932126
Tobacco,2008,2648.203968,2166.616137
Alcohol use,2008,1469.90095,1356.986529
Drug use,2008,835.2913469,808.2567567
High fasting plasma glucose,2008,1259.423264,1323.215512
High systolic blood pressure,2008,1807.774191,1425.81813
High body-mass index,2008,1662.447544,1560.387769
Low bone mineral density,2008,78.61907362,82.7169358
"Unsafe water, sanitation, and handwashing",2008,7.396371769,6.516237549
Air pollution,2008,643.513412,509.4408812
Other environmental risks,2008,109.1461054,77.18261982
Low physical activity,2008,272.213915,217.9527211
Occupational risks,2008,902.9746613,805.9575604
Impaired kidney function,2011,258.6360832,241.5616216
High LDL cholesterol,2011,901.1715051,827.9498482
Childhood maltreatment,2011,75.6691404,69.19312289
Air pollution,2011,543.3215692,470.9214085
Other environmental risks,2011,91.05192581,77.18261982
Child and maternal malnutrition,2011,4.460556979,4.021618224
Tobacco,2011,2257.736783,2081.450921
Alcohol use,2011,957.3816418,940.4730534
Drug use,2011,727.1615899,744.3005951
High fasting plasma glucose,2011,1201.382855,1322.012706
High systolic blood pressure,2011,1519.184487,1425.81813
High body-mass index,2011,1556.085754,1560.387769
Dietary risks,2011,1871.647864,1781.744555
"Unsafe water, sanitation, and handwashing",2009,7.26593649,6.516237549
Air pollution,2009,623.2832094,509.4408812
Other environmental risks,2009,103.0192699,77.18261982
Child and maternal malnutrition,2009,748.9053871,684.4932126
Tobacco,2009,2541.052703,2166.616137
Alcohol use,2009,1442.448327,1356.986529
Drug use,2009,830.0331151,808.2567567
High fasting plasma glucose,2009,1243.322211,1323.215512
High systolic blood pressure,2009,1709.499836,1425.81813
High body-mass index,2009,1632.65725,1560.387769
Low bone mineral density,2009,79.02596581,82.7169358
Low physical activity,2009,258.9998223,217.9527211
Occupational risks,2009,885.5349888,805.9575604
Unsafe sex,2010,38.81959428,35.03412621
Impaired kidney function,2010,269.2665452,241.5616216
High LDL cholesterol,2010,962.3193128,827.9498482
Childhood maltreatment,2010,76.16655928,69.19312289
Unsafe sex,2011,36.10951082,35.03412621
Air pollution,2010,553.9800681,470.9214085
Other environmental risks,2010,97.07653632,77.18261982
Child and maternal malnutrition,2010,4.588103762,4.021618224
Tobacco,2010,2355.458608,2081.450921
Alcohol use,2010,975.6806703,940.4730534
Tobacco,2011,9.207290971,9.421210184
Alcohol use,2011,380.1749692,379.3339308
Drug use,2011,60.85605173,60.51861264
Low bone mineral density,2011,79.05723246,82.7169358
Occupational risks,2011,72.58904321,71.76301757
Drug use,2010,746.2543465,744.3005951
High fasting plasma glucose,2010,1223.92024,1322.012706
High systolic blood pressure,2010,1617.385406,1425.81813
High body-mass index,2010,1599.691096,1560.387769
Dietary risks,2010,1971.877107,1781.744555
Drug use,2012,717.2445029,744.3005951
High fasting plasma glucose,2012,1195.780911,1322.012706
High systolic blood pressure,2012,1449.382069,1425.81813
High body-mass index,2012,1524.792069,1560.387769
Dietary risks,2012,1796.277729,1781.744555
High LDL cholesterol,2012,853.6727239,827.9498482
Childhood maltreatment,2012,74.95615248,69.19312289
Impaired kidney function,2012,251.4315308,241.5616216
Dietary risks,2010,1971.877107,1781.744555
Low physical activity,2010,246.2450332,217.9527211
Occupational risks,2010,935.2846371,877.720578
Unsafe sex,2012,35.14190841,35.03412621
Tobacco,2010,9.282076355,9.421210184
Alcohol use,2010,395.8311561,379.3339308
Drug use,2010,63.57904,60.51861264
Low bone mineral density,2010,79.12125421,82.7169358
Occupational risks,2010,70.60662883,71.76301757
Air pollution,2012,505.509211,470.9214085
Other environmental risks,2012,86.42965844,77.18261982
Child and maternal malnutrition,2012,4.287914829,4.021618224
Tobacco,2012,2177.577085,2081.450921
Alcohol use,2012,940.6605725,940.4730534
Impaired kidney function,2010,269.2665452,241.5616216
High LDL cholesterol,2010,962.3193128,827.9498482
Occupational risks,2011,842.9634358,805.9575604
"Unsafe water, sanitation, and handwashing",2011,6.870456629,6.516237549
Air pollution,2011,590.8487775,509.4408812
Other environmental risks,2011,91.05192581,77.18261982
Child and maternal malnutrition,2011,721.6418387,684.4932126
Tobacco,2011,2340.591715,2166.616137
Alcohol use,2011,1374.997615,1356.986529
Drug use,2011,791.6578165,808.2567567
High fasting plasma glucose,2011,1202.540386,1323.215512
High systolic blood pressure,2011,1519.184487,1425.81813
High body-mass index,2011,1556.085754,1560.387769
Low bone mineral density,2011,79.05723246,82.7169358
Tobacco,2012,9.165588124,9.421210184
Alcohol use,2012,369.2954121,379.3339308
Drug use,2012,58.98471955,60.51861264
Low bone mineral density,2012,79.40269241,82.7169358
Occupational risks,2012,74.07207809,71.76301757
Low physical activity,2010,246.2450332,217.9527211
Occupational risks,2010,864.6780083,805.9575604
Low physical activity,2011,232.2441768,217.9527211
Low physical activity,2011,232.2441768,217.9527211
Occupational risks,2011,915.552479,877.720578
"Unsafe water, sanitation, and handwashing",2010,7.057834517,6.516237549
Air pollution,2010,600.9246357,509.4408812
Other environmental risks,2010,97.07653632,77.18261982
Dietary risks,2011,1871.647864,1781.744555
Child and maternal malnutrition,2010,731.1631234,684.4932126
Tobacco,2010,2441.122463,2166.616137
Alcohol use,2010,1410.685845,1356.986529
Drug use,2010,813.9855673,808.2567567
High fasting plasma glucose,2010,1225.126499,1323.215512
High systolic blood pressure,2010,1617.385406,1425.81813
High body-mass index,2010,1599.691096,1560.387769
Low bone mineral density,2010,79.12125421,82.7169358
Impaired kidney function,2011,258.6360832,241.5616216
High LDL cholesterol,2011,901.1715051,827.9498482
Childhood maltreatment,2011,75.6691404,69.19312289
Dietary risks,2012,1796.277729,1781.744555
Low physical activity,2012,222.3907839,217.9527211
Occupational risks,2012,898.9003414,877.720578
Childhood maltreatment,2012,74.95615248,69.19312289
Impaired kidney function,2012,251.4315308,241.5616216
High LDL cholesterol,2012,853.6727239,827.9498482
Childhood maltreatment,2010,76.16655928,69.19312289
Unsafe sex,2013,36.01210692,35.03412621
Dietary risks,2013,1806.399129,1781.744555
Child and maternal malnutrition,2012,700.9391648,684.4932126
Tobacco,2012,2258.061036,2166.616137
Alcohol use,2012,1345.923314,1356.986529
Drug use,2012,779.7522393,808.2567567
High fasting plasma glucose,2012,1196.909605,1323.215512
High systolic blood pressure,2012,1449.382069,1425.81813
High body-mass index,2012,1524.792069,1560.387769
Low bone mineral density,2012,79.40269241,82.7169358
Air pollution,2014,478.9414384,470.9214085
Other environmental risks,2014,82.10927637,77.18261982
Child and maternal malnutrition,2014,4.07919262,4.021618224
Tobacco,2014,2125.784482,2081.450921
Alcohol use,2014,945.2305395,940.4730534
Impaired kidney function,2014,246.6757011,241.5616216
"Unsafe water, sanitation, and handwashing",2012,6.673595309,6.516237549
Air pollution,2012,548.1422102,509.4408812
Other environmental risks,2012,86.42965844,77.18261982
Impaired kidney function,2013,251.0369104,241.5616216
High LDL cholesterol,2013,853.8344263,827.9498482
Childhood maltreatment,2013,74.50452948,69.19312289
Low physical activity,2013,222.5056774,217.9527211
Occupational risks,2013,899.5920197,877.720578
Unsafe sex,2015,34.4770709,35.03412621
Drug use,2014,740.1704592,744.3005951
High fasting plasma glucose,2014,1233.396958,1322.012706
High systolic blood pressure,2014,1423.013985,1425.81813
High body-mass index,2014,1534.475555,1560.387769
Dietary risks,2014,1774.138118,1781.744555
Air pollution,2013,505.1126862,470.9214085
Other environmental risks,2013,85.18740068,77.18261982
Child and maternal malnutrition,2013,4.121309484,4.021618224
Tobacco,2013,2174.67147,2081.450921
Alcohol use,2013,953.8775073,940.4730534
Drug use,2013,733.1468935,744.3005951
High fasting plasma glucose,2013,1223.598858,1322.012706
High systolic blood pressure,2013,1451.18255,1425.81813
High body-mass index,2013,1543.085106,1560.387769
Dietary risks,2013,1806.399129,1781.744555
Impaired kidney function,2015,246.6687485,241.5616216
High LDL cholesterol,2015,832.2661492,827.9498482
Childhood maltreatment,2015,72.331236,69.19312289
High LDL cholesterol,2014,833.1082294,827.9498482
Childhood maltreatment,2014,73.47289474,69.19312289
Tobacco,2014,9.281906171,9.421210184
Alcohol use,2014,374.2582476,379.3339308
Drug use,2014,60.52328601,60.51861264
Low bone mineral density,2014,81.29948014,82.7169358
Occupational risks,2014,71.92677087,71.76301757
Air pollution,2015,479.9521516,470.9214085
Other environmental risks,2015,80.62973813,77.18261982
Child and maternal malnutrition,2015,4.063999813,4.021618224
Tobacco,2015,2115.599524,2081.450921
Alcohol use,2015,947.9533307,940.4730534
Drug use,2015,749.6140472,744.3005951
High fasting plasma glucose,2015,1265.434683,1322.012706
High systolic blood pressure,2015,1426.640516,1425.81813
High body-mass index,2015,1547.813423,1560.387769
Dietary risks,2015,1780.000803,1781.744555
Impaired kidney function,2014,246.6757011,241.5616216
High LDL cholesterol,2014,833.1082294,827.9498482
Low physical activity,2012,222.3907839,217.9527211
Occupational risks,2012,824.8282633,805.9575604
Unsafe sex,2014,32.67750443,35.03412621
Tobacco,2013,9.254154754,9.421210184
Alcohol use,2013,374.7991077,379.3339308
Drug use,2013,60.50720181,60.51861264
Low bone mineral density,2013,80.69398576,82.7169358
Occupational risks,2013,72.16619899,71.76301757
Childhood maltreatment,2014,73.47289474,69.19312289
Dietary risks,2014,1774.138118,1781.744555
Low physical activity,2014,217.3971889,217.9527211
Occupational risks,2014,887.9039468,877.720578
Tobacco,2015,9.364557195,9.421210184
Alcohol use,2015,376.1578081,379.3339308
Drug use,2015,61.02432915,60.51861264
Low bone mineral density,2015,82.49710064,82.7169358
Occupational risks,2015,71.68444326,71.76301757
Impaired kidney function,2013,251.0369104,241.5616216
High LDL cholesterol,2013,853.8344263,827.9498482
Childhood maltreatment,2013,74.50452948,69.19312289
Occupational risks,2013,827.4258208,805.9575604
Impaired kidney function,2015,246.6687485,241.5616216
High LDL cholesterol,2015,832.2661492,827.9498482
Childhood maltreatment,2015,72.331236,69.19312289
Dietary risks,2015,1780.000803,1781.744555
Low physical activity,2013,222.5056774,217.9527211
"Unsafe water, sanitation, and handwashing",2013,6.587366603,6.516237549
Air pollution,2013,547.35679,509.4408812
Other environmental risks,2013,85.18740068,77.18261982
Child and maternal malnutrition,2013,682.0481091,684.4932126
Tobacco,2013,2256.086427,2166.616137
Alcohol use,2013,1365.06016,1356.986529
Drug use,2013,797.3003983,808.2567567
High fasting plasma glucose,2013,1224.753166,1323.215512
High systolic blood pressure,2013,1451.18255,1425.81813
High body-mass index,2013,1543.085106,1560.387769
Low bone mineral density,2013,80.69398576,82.7169358
Low physical activity,2015,217.8414838,217.9527211
Occupational risks,2015,885.0179164,877.720578
Low physical activity,2014,217.3971889,217.9527211
Occupational risks,2014,815.9771759,805.9575604
Child and maternal malnutrition,2014,679.7253671,684.4932126
Tobacco,2014,2207.579124,2166.616137
Alcohol use,2014,1355.820489,1356.986529
Drug use,2014,803.8215379,808.2567567
High fasting plasma glucose,2014,1234.547322,1323.215512
High systolic blood pressure,2014,1423.013985,1425.81813
High body-mass index,2014,1534.475555,1560.387769
Low bone mineral density,2014,81.29948014,82.7169358
"Unsafe water, sanitation, and handwashing",2014,6.52116229,6.516237549
Air pollution,2014,518.168138,509.4408812
Other environmental risks,2014,82.10927637,77.18261982
Tobacco,2016,9.418359756,9.421210184
Alcohol use,2016,378.3964434,379.3339308
Drug use,2016,61.25006447,60.51861264
Low bone mineral density,2016,83.03162035,82.7169358
Occupational risks,2016,71.72744614,71.76301757
Unsafe sex,2016,36.41193919,35.03412621
Impaired kidney function,2017,241.5616216,241.5616216
High LDL cholesterol,2017,827.9498482,827.9498482
Childhood maltreatment,2017,69.19312289,69.19312289
"Unsafe water, sanitation, and handwashing",2015,6.553131068,6.516237549
Air pollution,2015,520.0774743,509.4408812
Other environmental risks,2015,80.62973813,77.18261982
Child and maternal malnutrition,2015,685.500474,684.4932126
Tobacco,2015,2199.816668,2166.616137
Alcohol use,2015,1361.343261,1356.986529
Drug use,2015,813.9982803,808.2567567
Drug use,2016,753.2692192,744.3005951
High fasting plasma glucose,2016,1292.461127,1322.012706
High systolic blood pressure,2016,1423.101593,1425.81813
High body-mass index,2016,1556.109615,1560.387769
Dietary risks,2016,1776.578864,1781.744555
High LDL cholesterol,2016,827.0505105,827.9498482
Childhood maltreatment,2016,70.9527066,69.19312289
Impaired kidney function,2016,244.316049,241.5616216
Air pollution,2016,473.4823301,470.9214085
Other environmental risks,2016,78.88859763,77.18261982
Child and maternal malnutrition,2016,4.016721125,4.021618224
Tobacco,2016,2100.322013,2081.450921
Alcohol use,2016,950.7174208,940.4730534
Unsafe sex,2017,35.03412621,35.03412621
Air pollution,2017,470.9214085,470.9214085
Other environmental risks,2017,77.18261982,77.18261982
Child and maternal malnutrition,2017,4.021618224,4.021618224
Tobacco,2017,2081.450921,2081.450921
Alcohol use,2017,940.4730534,940.4730534
Drug use,2017,744.3005951,744.3005951
High fasting plasma glucose,2017,1322.012706,1322.012706
High systolic blood pressure,2017,1425.81813,1425.81813
High body-mass index,2017,1560.387769,1560.387769
Dietary risks,2017,1781.744555,1781.744555
Low physical activity,2015,217.8414838,217.9527211
High fasting plasma glucose,2015,1266.613701,1323.215512
High systolic blood pressure,2015,1426.640516,1425.81813
High body-mass index,2015,1547.813423,1560.387769
Low bone mineral density,2015,82.49710064,82.7169358
Tobacco,2017,9.421210184,9.421210184
Alcohol use,2017,379.3339308,379.3339308
Drug use,2017,60.51861264,60.51861264
Low bone mineral density,2017,82.7169358,82.7169358
Occupational risks,2017,71.76301757,71.76301757
Occupational risks,2015,813.3334731,805.9575604
Child and maternal malnutrition,2016,680.2986932,684.4932126
Tobacco,2016,2185.802872,2166.616137
Alcohol use,2016,1366.752224,1356.986529
Drug use,2016,818.076021,808.2567567
High fasting plasma glucose,2016,1293.652944,1323.215512
High systolic blood pressure,2016,1423.101593,1425.81813
High body-mass index,2016,1556.109615,1560.387769
Low bone mineral density,2016,83.03162035,82.7169358
Dietary risks,2016,1776.578864,1781.744555
Low physical activity,2016,216.9407171,217.9527211
Occupational risks,2016,881.5585705,877.720578
"Unsafe water, sanitation, and handwashing",2016,6.545351213,6.516237549
Air pollution,2016,512.8156807,509.4408812
Other environmental risks,2016,78.88859763,77.18261982
Low physical activity,2016,216.9407171,217.9527211
Occupational risks,2016,809.8311244,805.9575604
Impaired kidney function,2016,244.316049,241.5616216
High LDL cholesterol,2016,827.0505105,827.9498482
Childhood maltreatment,2016,70.9527066,69.19312289
"Unsafe water, sanitation, and handwashing",2017,6.516237549,6.516237549
Air pollution,2017,509.4408812,509.4408812
Other environmental risks,2017,77.18261982,77.18261982
Child and maternal malnutrition,2017,684.4932126,684.4932126
Tobacco,2017,2166.616137,2166.616137
Alcohol use,2017,1356.986529,1356.986529
Drug use,2017,808.2567567,808.2567567
Low physical activity,2017,217.9527211,217.9527211
Low physical activity,2017,217.9527211,217.9527211
Occupational risks,2017,877.720578,877.720578
Dietary risks,2017,1781.744555,1781.744555
Occupational risks,2017,805.9575604,805.9575604
High fasting plasma glucose,2017,1323.215512,1323.215512
High systolic blood pressure,2017,1425.81813,1425.81813
High body-mass index,2017,1560.387769,1560.387769
Low bone mineral density,2017,82.7169358,82.7169358
Impaired kidney function,2017,241.5616216,241.5616216
High LDL cholesterol,2017,827.9498482,827.9498482
Childhood maltreatment,2017,69.19312289,69.19312289
