name,year,value,lastvalue
Air pollution,2005,376.9310976,313.57582
Other environmental risks,2005,57.82613358,42.78366456
Child and maternal malnutrition,2005,4.667110779,3.707591175
Tobacco,2005,1845.078453,1362.78479
Alcohol use,2005,303.490985,316.268104
Drug use,2005,267.6645193,323.7887548
High fasting plasma glucose,2005,821.9247575,898.9148906
High systolic blood pressure,2005,1143.005249,753.7317619
High body-mass index,2005,1202.497192,1152.92888
Dietary risks,2005,1190.024993,928.764374
High fasting plasma glucose,2003,879.1155969,899.4947739
High systolic blood pressure,2003,1362.397655,753.7317619
High body-mass index,2003,1254.084494,1152.92888
Low bone mineral density,2003,109.9274873,117.0326253
"Unsafe water, sanitation, and handwashing",2003,6.702039632,6.379863173
Air pollution,2003,452.1490337,342.5510594
Other environmental risks,2003,63.26418403,42.78366456
Child and maternal malnutrition,2003,894.8998878,715.6780858
Tobacco,2003,2073.022863,1420.29808
Alcohol use,2003,418.8810002,440.5191888
Drug use,2003,273.3819853,335.1616829
Tobacco,2005,12.92229739,12.88518504
Alcohol use,2005,124.0760572,115.6119232
Drug use,2005,8.539677899,10.05096549
Low bone mineral density,2005,111.2404161,117.0326253
Occupational risks,2005,7.868351305,7.22442783
Intimate partner violence,2005,24.31130762,20.72612435
Impaired kidney function,2005,228.9524143,200.9090824
High LDL cholesterol,2005,535.3634315,346.8931578
Childhood maltreatment,2005,90.83790118,94.0962599
Impaired kidney function,2006,222.0458142,200.9090824
Air pollution,2006,368.7866172,313.57582
Other environmental risks,2006,56.04332018,42.78366456
Child and maternal malnutrition,2006,4.599079613,3.707591175
Tobacco,2006,1792.799572,1362.78479
Alcohol use,2006,312.5767225,316.268104
Drug use,2006,273.2620439,323.7887548
High fasting plasma glucose,2006,808.1521035,898.9148906
High systolic blood pressure,2006,1063.457188,753.7317619
High body-mass index,2006,1185.25199,1152.92888
Dietary risks,2006,1137.365026,928.764374
High LDL cholesterol,2006,499.8041647,346.8931578
Childhood maltreatment,2006,91.31417832,94.0962599
Impaired kidney function,2007,216.2565814,200.9090824
High LDL cholesterol,2007,467.0683183,346.8931578
Childhood maltreatment,2007,92.19845683,94.0962599
Impaired kidney function,2005,228.9524143,200.9090824
High LDL cholesterol,2005,535.3634315,346.8931578
Childhood maltreatment,2005,90.83790118,94.0962599
Air pollution,2007,361.3830893,313.57582
Other environmental risks,2007,54.10865668,42.78366456
Child and maternal malnutrition,2007,4.327334361,3.707591175
Tobacco,2007,1734.262985,1362.78479
Alcohol use,2007,314.2372993,316.268104
Drug use,2007,280.3616424,323.7887548
High fasting plasma glucose,2007,799.2813523,898.9148906
High systolic blood pressure,2007,991.6787058,753.7317619
High body-mass index,2007,1167.178996,1152.92888
Dietary risks,2007,1086.184441,928.764374
Unsafe sex,2006,130.5741894,115.6933463
Unsafe sex,2007,130.349606,115.6933463
Tobacco,2006,12.7495388,12.88518504
Alcohol use,2006,122.7212898,115.6119232
Drug use,2006,8.544413047,10.05096549
Low bone mineral density,2006,111.8546002,117.0326253
Occupational risks,2006,7.716431183,7.22442783
Intimate partner violence,2006,24.00402076,20.72612435
Unsafe sex,2005,132.462526,115.6933463
Tobacco,2007,12.43972215,12.88518504
Alcohol use,2007,120.2359013,115.6119232
Drug use,2007,8.635514783,10.05096549
Low bone mineral density,2007,112.2129068,117.0326253
Occupational risks,2007,7.817911838,7.22442783
Intimate partner violence,2007,23.61695686,20.72612435
Dietary risks,2005,1190.024993,928.764374
Low physical activity,2005,178.7227,130.4331995
Occupational risks,2005,450.530943,457.688033
Intimate partner violence,2005,79.12410506,78.95095568
Child and maternal malnutrition,2004,864.8364457,715.6780858
Tobacco,2004,1972.99982,1420.29808
Alcohol use,2004,426.8317326,440.5191888
Drug use,2004,274.6157754,335.1616829
High fasting plasma glucose,2004,841.2787247,899.4947739
High systolic blood pressure,2004,1230.197982,753.7317619
High body-mass index,2004,1217.213936,1152.92888
Low bone mineral density,2004,110.4282464,117.0326253
Low physical activity,2004,188.5315987,130.4331995
Occupational risks,2004,436.2175589,450.4636052
Intimate partner violence,2004,53.09765435,56.41643722
Unsafe sex,2004,101.9019709,86.31603873
"Unsafe water, sanitation, and handwashing",2004,6.629854807,6.379863173
Air pollution,2004,428.6466824,342.5510594
Other environmental risks,2004,59.86299768,42.78366456
Occupational risks,2005,442.6625917,450.4636052
Intimate partner violence,2005,52.51105672,56.41643722
Unsafe sex,2005,99.71179305,86.31603873
Low physical activity,2005,178.7227,130.4331995
Impaired kidney function,2008,213.5652391,200.9090824
High LDL cholesterol,2008,447.1831681,346.8931578
Childhood maltreatment,2008,93.28987799,94.0962599
Dietary risks,2006,1137.365026,928.764374
Low physical activity,2006,169.4623053,130.4331995
Occupational risks,2006,452.8822657,457.688033
Air pollution,2008,359.5847876,313.57582
Other environmental risks,2008,52.91212322,42.78366456
Child and maternal malnutrition,2008,4.194104849,3.707591175
Tobacco,2008,1696.3305,1362.78479
Alcohol use,2008,318.075044,316.268104
Intimate partner violence,2006,78.93527398,78.95095568
Drug use,2008,292.3895035,323.7887548
High fasting plasma glucose,2008,802.1359906,898.9148906
High systolic blood pressure,2008,943.7520511,753.7317619
High body-mass index,2008,1163.397879,1152.92888
Dietary risks,2008,1059.461684,928.764374
Childhood maltreatment,2006,91.31417832,94.0962599
Impaired kidney function,2006,222.0458142,200.9090824
High LDL cholesterol,2006,499.8041647,346.8931578
Tobacco,2008,12.17462801,12.88518504
Alcohol use,2008,119.7912039,115.6119232
Drug use,2008,9.296594179,10.05096549
Low bone mineral density,2008,113.1257172,117.0326253
Occupational risks,2008,7.621708238,7.22442783
Intimate partner violence,2008,23.17816306,20.72612435
Impaired kidney function,2009,205.0800464,200.9090824
High LDL cholesterol,2009,410.4705085,346.8931578
Childhood maltreatment,2009,94.04944075,94.0962599
Unsafe sex,2008,131.460036,115.6933463
Air pollution,2009,347.523473,313.57582
Other environmental risks,2009,50.41967039,42.78366456
Child and maternal malnutrition,2009,4.144137656,3.707591175
Tobacco,2009,1622.377157,1362.78479
Alcohol use,2009,314.9735757,316.268104
Drug use,2009,297.789558,323.7887548
High fasting plasma glucose,2009,787.7427796,898.9148906
High systolic blood pressure,2009,868.9925822,753.7317619
High body-mass index,2009,1136.288078,1152.92888
Dietary risks,2009,998.9866087,928.764374
Unsafe sex,2006,97.82187505,86.31603873
Child and maternal malnutrition,2006,840.5207416,715.6780858
Tobacco,2006,1863.056155,1420.29808
Alcohol use,2006,446.0635218,440.5191888
Drug use,2006,283.5152783,335.1616829
High fasting plasma glucose,2006,808.7844823,899.4947739
High systolic blood pressure,2006,1063.457188,753.7317619
High body-mass index,2006,1185.25199,1152.92888
Low bone mineral density,2006,111.8546002,117.0326253
High fasting plasma glucose,2005,822.5641554,899.4947739
High systolic blood pressure,2005,1143.005249,753.7317619
High body-mass index,2005,1202.497192,1152.92888
Low bone mineral density,2005,111.2404161,117.0326253
"Unsafe water, sanitation, and handwashing",2006,6.861849544,6.379863173
Air pollution,2006,408.1404367,342.5510594
Other environmental risks,2006,56.04332018,42.78366456
Low physical activity,2006,169.4623053,130.4331995
Occupational risks,2006,445.1658346,450.4636052
Intimate partner violence,2006,52.61629466,56.41643722
"Unsafe water, sanitation, and handwashing",2005,6.723062845,6.379863173
Air pollution,2005,417.6351656,342.5510594
Other environmental risks,2005,57.82613358,42.78366456
Child and maternal malnutrition,2005,846.3128159,715.6780858
Tobacco,2005,1918.52043,1420.29808
Alcohol use,2005,438.7559705,440.5191888
Drug use,2005,277.8751697,335.1616829
Tobacco,2009,11.85623843,12.88518504
Alcohol use,2009,116.9093749,115.6119232
Drug use,2009,9.427315722,10.05096549
Low bone mineral density,2009,112.7772672,117.0326253
Occupational risks,2009,7.755863568,7.22442783
Intimate partner violence,2009,22.74331312,20.72612435
Unsafe sex,2009,127.1893198,115.6933463
High fasting plasma glucose,2007,799.8781289,899.4947739
High systolic blood pressure,2007,991.6787058,753.7317619
High body-mass index,2007,1167.178996,1152.92888
Low bone mineral density,2007,112.2129068,117.0326253
"Unsafe water, sanitation, and handwashing",2007,6.938625874,6.379863173
Air pollution,2007,399.304936,342.5510594
Other environmental risks,2007,54.10865668,42.78366456
Child and maternal malnutrition,2007,823.9421772,715.6780858
Tobacco,2007,1801.129023,1420.29808
Alcohol use,2007,444.5840949,440.5191888
Drug use,2007,290.8597168,335.1616829
Dietary risks,2007,1086.184441,928.764374
Impaired kidney function,2007,216.2565814,200.9090824
High LDL cholesterol,2007,467.0683183,346.8931578
Childhood maltreatment,2007,92.19845683,94.0962599
Low physical activity,2007,160.8692865,130.4331995
Occupational risks,2007,452.8366752,457.688033
Intimate partner violence,2007,79.28914891,78.95095568
Low physical activity,2007,160.8692865,130.4331995
Occupational risks,2007,445.0187634,450.4636052
Intimate partner violence,2007,53.13563296,56.41643722
Unsafe sex,2007,95.87708482,86.31603873
Dietary risks,2008,1059.461684,928.764374
Low physical activity,2008,155.9576508,130.4331995
Occupational risks,2008,454.5288981,457.688033
Dietary risks,2009,998.9866087,928.764374
Low physical activity,2009,145.4754263,130.4331995
Occupational risks,2009,449.9992721,457.688033
Intimate partner violence,2009,79.8307143,78.95095568
Impaired kidney function,2009,205.0800464,200.9090824
High LDL cholesterol,2009,410.4705085,346.8931578
Childhood maltreatment,2009,94.04944075,94.0962599
Impaired kidney function,2008,213.5652391,200.9090824
High LDL cholesterol,2008,447.1831681,346.8931578
Intimate partner violence,2008,79.64937414,78.95095568
Childhood maltreatment,2008,93.28987799,94.0962599
Child and maternal malnutrition,2008,808.9190153,715.6780858
Tobacco,2008,1761.149507,1420.29808
Alcohol use,2008,447.6460835,440.5191888
Drug use,2008,303.6332813,335.1616829
High fasting plasma glucose,2008,802.737371,899.4947739
High systolic blood pressure,2008,943.7520511,753.7317619
High body-mass index,2008,1163.397879,1152.92888
Low bone mineral density,2008,113.1257172,117.0326253
"Unsafe water, sanitation, and handwashing",2008,6.950381656,6.379863173
Air pollution,2008,396.8259994,342.5510594
Other environmental risks,2008,52.91212322,42.78366456
Unsafe sex,2008,96.08168452,86.31603873
Low physical activity,2008,155.9576508,130.4331995
Occupational risks,2008,446.9071899,450.4636052
Intimate partner violence,2008,53.83932731,56.41643722
Impaired kidney function,2011,197.2386192,200.9090824
High LDL cholesterol,2011,369.5219096,346.8931578
Childhood maltreatment,2011,94.49976558,94.0962599
Air pollution,2011,343.1701233,313.57582
Other environmental risks,2011,47.32676593,42.78366456
Child and maternal malnutrition,2011,3.881272872,3.707591175
Tobacco,2011,1537.266788,1362.78479
Alcohol use,2011,315.4402075,316.268104
Drug use,2011,304.6886372,323.7887548
High fasting plasma glucose,2011,782.4049508,898.9148906
High systolic blood pressure,2011,783.454931,753.7317619
High body-mass index,2011,1116.751681,1152.92888
Dietary risks,2011,936.5371636,928.764374
"Unsafe water, sanitation, and handwashing",2009,6.841900898,6.379863173
Air pollution,2009,382.7692109,342.5510594
Other environmental risks,2009,50.41967039,42.78366456
Child and maternal malnutrition,2009,801.9966421,715.6780858
Tobacco,2009,1683.360886,1420.29808
Alcohol use,2009,440.9512643,440.5191888
Drug use,2009,309.0950691,335.1616829
High fasting plasma glucose,2009,788.3141386,899.4947739
High systolic blood pressure,2009,868.9925822,753.7317619
High body-mass index,2009,1136.288078,1152.92888
Low bone mineral density,2009,112.7772672,117.0326253
Low physical activity,2009,145.4754263,130.4331995
Occupational risks,2009,442.2434085,450.4636052
Intimate partner violence,2009,54.50833949,56.41643722
Unsafe sex,2009,92.1757856,86.31603873
Unsafe sex,2010,125.4053533,115.6933463
Impaired kidney function,2010,202.1238543,200.9090824
High LDL cholesterol,2010,392.7726942,346.8931578
Childhood maltreatment,2010,94.47614359,94.0962599
Unsafe sex,2011,118.6650735,115.6933463
Air pollution,2010,343.6694368,313.57582
Other environmental risks,2010,49.19087025,42.78366456
Child and maternal malnutrition,2010,3.963191235,3.707591175
Tobacco,2010,1588.300196,1362.78479
Alcohol use,2010,317.4889194,316.268104
Tobacco,2011,11.76590527,12.88518504
Alcohol use,2011,113.6318863,115.6119232
Drug use,2011,9.375637521,10.05096549
Low bone mineral density,2011,113.1263584,117.0326253
Occupational risks,2011,7.682320144,7.22442783
Intimate partner violence,2011,21.97672898,20.72612435
Drug use,2010,304.2061371,323.7887548
High fasting plasma glucose,2010,788.3176764,898.9148906
High systolic blood pressure,2010,829.7544796,753.7317619
High body-mass index,2010,1132.09142,1152.92888
Dietary risks,2010,975.1394523,928.764374
Intimate partner violence,2010,79.62274381,78.95095568
Drug use,2012,306.2337662,323.7887548
High fasting plasma glucose,2012,791.4072921,898.9148906
High systolic blood pressure,2012,760.7785924,753.7317619
High body-mass index,2012,1113.572267,1152.92888
Dietary risks,2012,920.1584509,928.764374
High LDL cholesterol,2012,358.5683055,346.8931578
Childhood maltreatment,2012,94.52322863,94.0962599
Impaired kidney function,2012,196.1718104,200.9090824
Dietary risks,2010,975.1394523,928.764374
Low physical activity,2010,140.7121177,130.4331995
Occupational risks,2010,451.515142,457.688033
Unsafe sex,2012,115.8402535,115.6933463
Tobacco,2010,11.77842773,12.88518504
Alcohol use,2010,116.0264703,115.6119232
Drug use,2010,9.645862289,10.05096549
Low bone mineral density,2010,113.1922225,117.0326253
Occupational risks,2010,7.601163085,7.22442783
Intimate partner violence,2010,22.41912353,20.72612435
Air pollution,2012,327.1263976,313.57582
Other environmental risks,2012,46.15713911,42.78366456
Child and maternal malnutrition,2012,3.725717038,3.707591175
Tobacco,2012,1499.948618,1362.78479
Alcohol use,2012,311.6388938,316.268104
Impaired kidney function,2010,202.1238543,200.9090824
High LDL cholesterol,2010,392.7726942,346.8931578
Occupational risks,2011,442.2385508,450.4636052
Intimate partner violence,2011,55.08298645,56.41643722
Unsafe sex,2011,89.07302769,86.31603873
"Unsafe water, sanitation, and handwashing",2011,6.530727437,6.379863173
Air pollution,2011,377.5455145,342.5510594
Other environmental risks,2011,47.32676593,42.78366456
Child and maternal malnutrition,2011,764.2132513,715.6780858
Tobacco,2011,1594.248055,1420.29808
Alcohol use,2011,437.4276081,440.5191888
Drug use,2011,315.4786543,335.1616829
High fasting plasma glucose,2011,782.9348563,899.4947739
High systolic blood pressure,2011,783.454931,753.7317619
High body-mass index,2011,1116.751681,1152.92888
Low bone mineral density,2011,113.1263584,117.0326253
Tobacco,2012,11.82517093,12.88518504
Alcohol use,2012,111.824391,115.6119232
Drug use,2012,9.034701936,10.05096549
Low bone mineral density,2012,113.6071601,117.0326253
Occupational risks,2012,7.758762269,7.22442783
Intimate partner violence,2012,21.50797732,20.72612435
Low physical activity,2010,140.7121177,130.4331995
Occupational risks,2010,443.9139789,450.4636052
Intimate partner violence,2010,54.89190389,56.41643722
Unsafe sex,2010,92.17371049,86.31603873
Low physical activity,2011,133.9374042,130.4331995
Low physical activity,2011,133.9374042,130.4331995
Occupational risks,2011,449.920871,457.688033
Intimate partner violence,2011,78.94575478,78.95095568
"Unsafe water, sanitation, and handwashing",2010,6.71550887,6.379863173
Air pollution,2010,377.7944399,342.5510594
Other environmental risks,2010,49.19087025,42.78366456
Dietary risks,2011,936.5371636,928.764374
Child and maternal malnutrition,2010,780.7704254,715.6780858
Tobacco,2010,1647.45232,1420.29808
Alcohol use,2010,442.2825305,440.5191888
Drug use,2010,315.5609259,335.1616829
High fasting plasma glucose,2010,788.879586,899.4947739
High systolic blood pressure,2010,829.7544796,753.7317619
High body-mass index,2010,1132.09142,1152.92888
Low bone mineral density,2010,113.1922225,117.0326253
Impaired kidney function,2011,197.2386192,200.9090824
High LDL cholesterol,2011,369.5219096,346.8931578
Childhood maltreatment,2011,94.49976558,94.0962599
Intimate partner violence,2012,78.69394227,78.95095568
Dietary risks,2012,920.1584509,928.764374
Low physical activity,2012,131.1094439,130.4331995
Occupational risks,2012,451.0150898,457.688033
Childhood maltreatment,2012,94.52322863,94.0962599
Impaired kidney function,2012,196.1718104,200.9090824
High LDL cholesterol,2012,358.5683055,346.8931578
Childhood maltreatment,2010,94.47614359,94.0962599
Unsafe sex,2013,115.0805097,115.6933463
Dietary risks,2013,912.4482333,928.764374
Child and maternal malnutrition,2012,743.5997071,715.6780858
Tobacco,2012,1555.403437,1420.29808
Alcohol use,2012,431.5405766,440.5191888
Drug use,2012,316.6580578,335.1616829
High fasting plasma glucose,2012,791.9293127,899.4947739
High systolic blood pressure,2012,760.7785924,753.7317619
High body-mass index,2012,1113.572267,1152.92888
Low bone mineral density,2012,113.6071601,117.0326253
Unsafe sex,2012,86.22410736,86.31603873
Air pollution,2014,310.046719,313.57582
Other environmental risks,2014,44.0596872,42.78366456
Child and maternal malnutrition,2014,3.703039459,3.707591175
Tobacco,2014,1428.068504,1362.78479
Alcohol use,2014,312.9481393,316.268104
Impaired kidney function,2014,196.3275379,200.9090824
"Unsafe water, sanitation, and handwashing",2012,6.37512693,6.379863173
Air pollution,2012,358.16553,342.5510594
Other environmental risks,2012,46.15713911,42.78366456
Impaired kidney function,2013,196.4675673,200.9090824
High LDL cholesterol,2013,351.3634752,346.8931578
Childhood maltreatment,2013,94.70667885,94.0962599
Low physical activity,2013,129.4039652,130.4331995
Occupational risks,2013,452.3141455,457.688033
Intimate partner violence,2013,78.58826562,78.95095568
Unsafe sex,2015,115.7224294,115.6933463
Drug use,2014,318.6329138,323.7887548
High fasting plasma glucose,2014,819.7220457,898.9148906
High systolic blood pressure,2014,735.9904354,753.7317619
High body-mass index,2014,1116.694212,1152.92888
Dietary risks,2014,901.3307155,928.764374
Air pollution,2013,324.1190281,313.57582
Other environmental risks,2013,45.17060989,42.78366456
Child and maternal malnutrition,2013,3.755973265,3.707591175
Tobacco,2013,1467.621779,1362.78479
Alcohol use,2013,312.6314265,316.268104
Drug use,2013,311.9694444,323.7887548
High fasting plasma glucose,2013,805.8249507,898.9148906
High systolic blood pressure,2013,747.6401108,753.7317619
High body-mass index,2013,1115.808654,1152.92888
Dietary risks,2013,912.4482333,928.764374
Impaired kidney function,2015,198.9596777,200.9090824
High LDL cholesterol,2015,343.402289,346.8931578
Childhood maltreatment,2015,94.64869798,94.0962599
High LDL cholesterol,2014,342.6608476,346.8931578
Childhood maltreatment,2014,94.79024661,94.0962599
Tobacco,2014,12.11985411,12.88518504
Alcohol use,2014,113.6381381,115.6119232
Drug use,2014,9.73126395,10.05096549
Low bone mineral density,2014,115.1753597,117.0326253
Occupational risks,2014,7.403964899,7.22442783
Intimate partner violence,2014,21.17215182,20.72612435
Air pollution,2015,312.4592445,313.57582
Other environmental risks,2015,43.62033427,42.78366456
Child and maternal malnutrition,2015,3.726837961,3.707591175
Tobacco,2015,1406.175921,1362.78479
Alcohol use,2015,312.6495871,316.268104
Drug use,2015,322.5774637,323.7887548
High fasting plasma glucose,2015,845.5181416,898.9148906
High systolic blood pressure,2015,740.7536008,753.7317619
High body-mass index,2015,1128.547562,1152.92888
Dietary risks,2015,908.6618652,928.764374
Impaired kidney function,2014,196.3275379,200.9090824
High LDL cholesterol,2014,342.6608476,346.8931578
Low physical activity,2012,131.1094439,130.4331995
Occupational risks,2012,443.2563275,450.4636052
Intimate partner violence,2012,55.31339756,56.41643722
Unsafe sex,2014,112.0146676,115.6933463
Tobacco,2013,11.95395928,12.88518504
Alcohol use,2013,112.3125207,115.6119232
Drug use,2013,9.234835583,10.05096549
Low bone mineral density,2013,114.4224568,117.0326253
Occupational risks,2013,7.559650811,7.22442783
Intimate partner violence,2013,21.19561317,20.72612435
Childhood maltreatment,2014,94.79024661,94.0962599
Dietary risks,2014,901.3307155,928.764374
Low physical activity,2014,127.0160308,130.4331995
Occupational risks,2014,452.1602795,457.688033
Tobacco,2015,12.35341594,12.88518504
Alcohol use,2015,114.1403625,115.6119232
Drug use,2015,9.91911121,10.05096549
Low bone mineral density,2015,116.2774067,117.0326253
Occupational risks,2015,7.385088407,7.22442783
Intimate partner violence,2015,20.99231437,20.72612435
Impaired kidney function,2013,196.4675673,200.9090824
High LDL cholesterol,2013,351.3634752,346.8931578
Childhood maltreatment,2013,94.70667885,94.0962599
Occupational risks,2013,444.7544947,450.4636052
Intimate partner violence,2013,55.56786664,56.41643722
Unsafe sex,2013,85.70188703,86.31603873
Impaired kidney function,2015,198.9596777,200.9090824
High LDL cholesterol,2015,343.402289,346.8931578
Childhood maltreatment,2015,94.64869798,94.0962599
Dietary risks,2015,908.6618652,928.764374
Low physical activity,2013,129.4039652,130.4331995
"Unsafe water, sanitation, and handwashing",2013,6.31186689,6.379863173
Air pollution,2013,354.7452916,342.5510594
Other environmental risks,2013,45.17060989,42.78366456
Child and maternal malnutrition,2013,728.7096914,715.6780858
Tobacco,2013,1522.941033,1420.29808
Alcohol use,2013,433.0799614,440.5191888
Drug use,2013,322.5506567,335.1616829
High fasting plasma glucose,2013,806.3627725,899.4947739
High systolic blood pressure,2013,747.6401108,753.7317619
High body-mass index,2013,1115.808654,1152.92888
Low bone mineral density,2013,114.4224568,117.0326253
Intimate partner violence,2014,78.50805506,78.95095568
Low physical activity,2015,127.8659032,130.4331995
Occupational risks,2015,454.155113,457.688033
Intimate partner violence,2015,79.09341387,78.95095568
Low physical activity,2014,127.0160308,130.4331995
Occupational risks,2014,444.7563146,450.4636052
Intimate partner violence,2014,55.82135392,56.41643722
Child and maternal malnutrition,2014,723.1465492,715.6780858
Tobacco,2014,1483.911212,1420.29808
Alcohol use,2014,434.8570771,440.5191888
Drug use,2014,329.4714429,335.1616829
High fasting plasma glucose,2014,820.2744565,899.4947739
High systolic blood pressure,2014,735.9904354,753.7317619
High body-mass index,2014,1116.694212,1152.92888
Low bone mineral density,2014,115.1753597,117.0326253
"Unsafe water, sanitation, and handwashing",2014,6.294972293,6.379863173
Air pollution,2014,338.9612716,342.5510594
Other environmental risks,2014,44.0596872,42.78366456
Unsafe sex,2014,85.03180922,86.31603873
Tobacco,2016,12.62366252,12.88518504
Alcohol use,2016,114.7265921,115.6119232
Drug use,2016,10.01733183,10.05096549
Low bone mineral density,2016,117.0014838,117.0326253
Occupational risks,2016,7.352260097,7.22442783
Intimate partner violence,2016,20.76894305,20.72612435
Unsafe sex,2016,114.5232869,115.6933463
Impaired kidney function,2017,200.9090824,200.9090824
High LDL cholesterol,2017,346.8931578,346.8931578
Childhood maltreatment,2017,94.0962599,94.0962599
"Unsafe water, sanitation, and handwashing",2015,6.337872158,6.379863173
Air pollution,2015,342.1801112,342.5510594
Other environmental risks,2015,43.62033427,42.78366456
Child and maternal malnutrition,2015,723.1621754,715.6780858
Tobacco,2015,1463.271711,1420.29808
Alcohol use,2015,435.2574198,440.5191888
Drug use,2015,333.9907504,335.1616829
Drug use,2016,325.850848,323.7887548
High fasting plasma glucose,2016,872.0135923,898.9148906
High systolic blood pressure,2016,745.818205,753.7317619
High body-mass index,2016,1142.98558,1152.92888
Dietary risks,2016,917.3016676,928.764374
High LDL cholesterol,2016,343.7499764,346.8931578
Childhood maltreatment,2016,94.46160462,94.0962599
Impaired kidney function,2016,200.439256,200.9090824
Air pollution,2016,312.0555119,313.57582
Other environmental risks,2016,43.31212318,42.78366456
Child and maternal malnutrition,2016,3.677001358,3.707591175
Tobacco,2016,1388.985022,1362.78479
Alcohol use,2016,317.5127921,316.268104
Unsafe sex,2017,115.6933463,115.6933463
Air pollution,2017,313.57582,313.57582
Other environmental risks,2017,42.78366456,42.78366456
Child and maternal malnutrition,2017,3.707591175,3.707591175
Tobacco,2017,1362.78479,1362.78479
Alcohol use,2017,316.268104,316.268104
Drug use,2017,323.7887548,323.7887548
High fasting plasma glucose,2017,898.9148906,898.9148906
High systolic blood pressure,2017,753.7317619,753.7317619
High body-mass index,2017,1152.92888,1152.92888
Dietary risks,2017,928.764374,928.764374
Low physical activity,2015,127.8659032,130.4331995
High fasting plasma glucose,2015,846.0779224,899.4947739
High systolic blood pressure,2015,740.7536008,753.7317619
High body-mass index,2015,1128.547562,1152.92888
Low bone mineral density,2015,116.2774067,117.0326253
Tobacco,2017,12.88518504,12.88518504
Alcohol use,2017,115.6119232,115.6119232
Drug use,2017,10.05096549,10.05096549
Low bone mineral density,2017,117.0326253,117.0326253
Occupational risks,2017,7.22442783,7.22442783
Intimate partner violence,2017,20.72612435,20.72612435
Occupational risks,2015,446.7700246,450.4636052
Intimate partner violence,2015,56.06905876,56.41643722
Unsafe sex,2015,84.64606846,86.31603873
Child and maternal malnutrition,2016,715.9506111,715.6780858
Tobacco,2016,1446.891469,1420.29808
Alcohol use,2016,440.8577158,440.5191888
Drug use,2016,337.1081235,335.1616829
High fasting plasma glucose,2016,872.5781704,899.4947739
High systolic blood pressure,2016,745.818205,753.7317619
High body-mass index,2016,1142.98558,1152.92888
Low bone mineral density,2016,117.0014838,117.0326253
Dietary risks,2016,917.3016676,928.764374
Low physical activity,2016,128.6611743,130.4331995
Occupational risks,2016,456.8317963,457.688033
"Unsafe water, sanitation, and handwashing",2016,6.372244739,6.379863173
Air pollution,2016,341.4624071,342.5510594
Other environmental risks,2016,43.31212318,42.78366456
Low physical activity,2016,128.6611743,130.4331995
Occupational risks,2016,449.4795362,450.4636052
Intimate partner violence,2016,56.27032469,56.41643722
Impaired kidney function,2016,200.439256,200.9090824
High LDL cholesterol,2016,343.7499764,346.8931578
Childhood maltreatment,2016,94.46160462,94.0962599
Intimate partner violence,2016,78.76140405,78.95095568
"Unsafe water, sanitation, and handwashing",2017,6.379863173,6.379863173
Air pollution,2017,342.5510594,342.5510594
Other environmental risks,2017,42.78366456,42.78366456
Child and maternal malnutrition,2017,715.6780858,715.6780858
Tobacco,2017,1420.29808,1420.29808
Alcohol use,2017,440.5191888,440.5191888
Drug use,2017,335.1616829,335.1616829
Low physical activity,2017,130.4331995,130.4331995
Low physical activity,2017,130.4331995,130.4331995
Occupational risks,2017,457.688033,457.688033
Intimate partner violence,2017,78.95095568,78.95095568
Unsafe sex,2016,85.80825914,86.31603873
Dietary risks,2017,928.764374,928.764374
Occupational risks,2017,450.4636052,450.4636052
Intimate partner violence,2017,56.41643722,56.41643722
Unsafe sex,2017,86.31603873,86.31603873
High fasting plasma glucose,2017,899.4947739,899.4947739
High systolic blood pressure,2017,753.7317619,753.7317619
High body-mass index,2017,1152.92888,1152.92888
Low bone mineral density,2017,117.0326253,117.0326253
Impaired kidney function,2017,200.9090824,200.9090824
High LDL cholesterol,2017,346.8931578,346.8931578
Childhood maltreatment,2017,94.0962599,94.0962599
